location_id,CODIGO DANE,DEPARTAMENTO,MUNICIPIO
413,19001000,CAUCA,POPAYÁN (CT)
414,19573000,CAUCA,PUERTO TEJADA
415,19585000,CAUCA,PURACÉ
416,19622000,CAUCA,ROSAS
417,19693000,CAUCA,SAN SEBASTIÁN
418,19698000,CAUCA,SANTANDER DE QUILICHAO
419,19743000,CAUCA,SILVIA
420,19760000,CAUCA,SOTARA
421,19785000,CAUCA,SUCRE
422,19780000,CAUCA,SUÁREZ
423,19809000,CAUCA,TIMBIQUÍ
424,19807000,CAUCA,TIMBÍO
425,19821000,CAUCA,TORIBIO
426,19824000,CAUCA,TOTORÓ
427,19845000,CAUCA,VILLA RICA
428,20011000,CESAR,AGUACHICA
429,20013000,CESAR,AGUSTÍN CODAZZI
430,20032000,CESAR,ASTREA
431,20045000,CESAR,BECERRIL
432,20060000,CESAR,BOSCONIA
433,20175000,CESAR,CHIMICHAGUA
434,20178000,CESAR,CHIRIGUANÁ
435,20228000,CESAR,CURUMANÍ
436,20238000,CESAR,EL COPEY
437,20250000,CESAR,EL PASO
438,20295000,CESAR,GAMARRA
439,20310000,CESAR,GONZÁLEZ
440,20383000,CESAR,LA GLORIA
441,20400000,CESAR,LA JAGUA DE IBIRICO
442,20621000,CESAR,LA PAZ
443,20443000,CESAR,MANAURE
444,20517000,CESAR,PAILITAS
445,20550000,CESAR,PELAYA
446,20570000,CESAR,PUEBLO BELLO
447,20614000,CESAR,RÍO DE ORO
448,20710000,CESAR,SAN ALBERTO
449,20750000,CESAR,SAN DIEGO
450,20770000,CESAR,SAN MARTÍN
451,20787000,CESAR,TAMALAMEQUE
452,20001000,CESAR,VALLEDUPAR (CT)
453,27006000,CHOCÓ,ACANDÍ
454,27050000,CHOCÓ,ATRATO
455,27073000,CHOCÓ,BAGADÓ
456,27075000,CHOCÓ,BAHÍA SOLANO
457,27077000,CHOCÓ,BAJO BAUDÓ
458,27099000,CHOCÓ,BOJAYÁ
459,27205000,CHOCÓ,CONDOTO
460,27160000,CHOCÓ,CÉRTEGUI
461,27135000,CHOCÓ,EL CANTÓN DEL SAN PABLO
462,27245000,CHOCÓ,EL CARMEN DE ATRATO
463,27250000,CHOCÓ,EL LITORAL DEL SAN JUAN
464,27361000,CHOCÓ,ISTMINA
465,27372000,CHOCÓ,JURADÓ
466,27413000,CHOCÓ,LLORÓ
467,27425000,CHOCÓ,MEDIO ATRATO
468,27430000,CHOCÓ,MEDIO BAUDÓ
469,27450000,CHOCÓ,MEDIO SAN JUAN
470,27495000,CHOCÓ,NUQUÍ
471,27491000,CHOCÓ,NÓVITA
472,27001000,CHOCÓ,QUIBDÓ (CT)
473,27615000,CHOCÓ,RIOSUCIO
474,27580000,CHOCÓ,RÍO IRO
475,27600000,CHOCÓ,RÍO QUITO
476,27660000,CHOCÓ,SAN JOSÉ DEL PALMAR
477,27787000,CHOCÓ,TADÓ
478,27800000,CHOCÓ,UNGUÍA
479,27810000,CHOCÓ,UNIÓN PANAMERICANA
480,25001000,CUNDINAMARCA,AGUA DE DIOS
481,25019000,CUNDINAMARCA,ALBÁN
482,25035000,CUNDINAMARCA,ANAPOIMA
483,25040000,CUNDINAMARCA,ANOLAIMA
484,25599000,CUNDINAMARCA,APULO
485,25053000,CUNDINAMARCA,ARBELÁEZ
486,25086000,CUNDINAMARCA,BELTRÁN
487,25095000,CUNDINAMARCA,BITUIMA
488,11001000,CUNDINAMARCA,BOGOTÁ D.C. (CT)
489,25099000,CUNDINAMARCA,BOJACÁ
490,25120000,CUNDINAMARCA,CABRERA
491,25123000,CUNDINAMARCA,CACHIPAY
492,25126000,CUNDINAMARCA,CAJICÁ
493,25148000,CUNDINAMARCA,CAPARRAPÍ
494,25151000,CUNDINAMARCA,CAQUEZA
495,25154000,CUNDINAMARCA,CARMEN DE CARUPA
496,25168000,CUNDINAMARCA,CHAGUANÍ
497,25178000,CUNDINAMARCA,CHIPAQUE
498,25181000,CUNDINAMARCA,CHOACHÍ
499,25183000,CUNDINAMARCA,CHOCONTÁ
500,25175000,CUNDINAMARCA,CHÍA
501,25200000,CUNDINAMARCA,COGUA
502,25214000,CUNDINAMARCA,COTA
503,25224000,CUNDINAMARCA,CUCUNUBÁ
504,25245000,CUNDINAMARCA,EL COLEGIO
505,25258000,CUNDINAMARCA,EL PEÑÓN
506,25260000,CUNDINAMARCA,EL ROSAL
507,25269000,CUNDINAMARCA,FACATATIVÁ
508,25279000,CUNDINAMARCA,FOMEQUE
509,25281000,CUNDINAMARCA,FOSCA
510,25286000,CUNDINAMARCA,FUNZA
511,25290000,CUNDINAMARCA,FUSAGASUGÁ
512,25288000,CUNDINAMARCA,FÚQUENE
513,25293000,CUNDINAMARCA,GACHALA
514,25295000,CUNDINAMARCA,GACHANCIPÁ
515,25297000,CUNDINAMARCA,GACHETÁ
516,25299000,CUNDINAMARCA,GAMA
517,25307000,CUNDINAMARCA,GIRARDOT
518,25312000,CUNDINAMARCA,GRANADA
519,25317000,CUNDINAMARCA,GUACHETÁ
520,25320000,CUNDINAMARCA,GUADUAS
521,25322000,CUNDINAMARCA,GUASCA
522,25324000,CUNDINAMARCA,GUATAQUÍ
523,25326000,CUNDINAMARCA,GUATAVITA
524,25328000,CUNDINAMARCA,GUAYABAL DE SIQUIMA
525,25335000,CUNDINAMARCA,GUAYABETAL
526,25339000,CUNDINAMARCA,GUTIÉRREZ
527,25368000,CUNDINAMARCA,JERUSALÉN
528,25372000,CUNDINAMARCA,JUNÍN
529,25377000,CUNDINAMARCA,LA CALERA
530,25386000,CUNDINAMARCA,LA MESA
531,25394000,CUNDINAMARCA,LA PALMA
532,25398000,CUNDINAMARCA,LA PEÑA
533,25402000,CUNDINAMARCA,LA VEGA
534,25407000,CUNDINAMARCA,LENGUAZAQUE
535,25426000,CUNDINAMARCA,MACHETA
536,25430000,CUNDINAMARCA,MADRID
537,25436000,CUNDINAMARCA,MANTA
538,25438000,CUNDINAMARCA,MEDINA
539,25473000,CUNDINAMARCA,MOSQUERA
540,25483000,CUNDINAMARCA,NARIÑO
541,25486000,CUNDINAMARCA,NEMOCÓN
542,25488000,CUNDINAMARCA,NILO
543,25489000,CUNDINAMARCA,NIMAIMA
544,25491000,CUNDINAMARCA,NOCAIMA
545,25513000,CUNDINAMARCA,PACHO
546,25518000,CUNDINAMARCA,PAIME
547,25524000,CUNDINAMARCA,PANDI
548,25530000,CUNDINAMARCA,PARATEBUENO
549,25535000,CUNDINAMARCA,PASCA
550,25572000,CUNDINAMARCA,PUERTO SALGAR
551,25580000,CUNDINAMARCA,PULÍ
552,25592000,CUNDINAMARCA,QUEBRADANEGRA
553,25594000,CUNDINAMARCA,QUETAME
554,25596000,CUNDINAMARCA,QUIPILE
555,25612000,CUNDINAMARCA,RICAURTE
556,25645000,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA
557,25649000,CUNDINAMARCA,SAN BERNARDO
558,25653000,CUNDINAMARCA,SAN CAYETANO
559,25658000,CUNDINAMARCA,SAN FRANCISCO
560,25662000,CUNDINAMARCA,SAN JUAN DE RÍO SECO
561,25718000,CUNDINAMARCA,SASAIMA
562,25736000,CUNDINAMARCA,SESQUILÉ
563,25740000,CUNDINAMARCA,SIBATÉ
564,25743000,CUNDINAMARCA,SILVANIA
565,25745000,CUNDINAMARCA,SIMIJACA
566,25754000,CUNDINAMARCA,SOACHA
567,25758000,CUNDINAMARCA,SOPÓ
568,25769000,CUNDINAMARCA,SUBACHOQUE
569,25772000,CUNDINAMARCA,SUESCA
570,25777000,CUNDINAMARCA,SUPATÁ
571,25779000,CUNDINAMARCA,SUSA
572,25781000,CUNDINAMARCA,SUTATAUSA
573,25785000,CUNDINAMARCA,TABIO
574,25793000,CUNDINAMARCA,TAUSA
575,25797000,CUNDINAMARCA,TENA
576,25799000,CUNDINAMARCA,TENJO
577,25805000,CUNDINAMARCA,TIBACUY
578,25807000,CUNDINAMARCA,TIBIRITA
579,25815000,CUNDINAMARCA,TOCAIMA
580,25817000,CUNDINAMARCA,TOCANCIPÁ
581,25823000,CUNDINAMARCA,TOPAIPÍ
582,25839000,CUNDINAMARCA,UBALÁ
583,25841000,CUNDINAMARCA,UBAQUE
584,25845000,CUNDINAMARCA,UNE
585,25506000,CUNDINAMARCA,VENECIA
586,25862000,CUNDINAMARCA,VERGARA
587,25867000,CUNDINAMARCA,VIANÍ
588,25843000,CUNDINAMARCA,VILLA DE SAN DIEGO DE UBATE
589,25871000,CUNDINAMARCA,VILLAGÓMEZ
590,25873000,CUNDINAMARCA,VILLAPINZÓN
591,25875000,CUNDINAMARCA,VILLETA
592,25878000,CUNDINAMARCA,VIOTÁ
593,25885000,CUNDINAMARCA,YACOPÍ
594,25898000,CUNDINAMARCA,ZIPACÓN
