fact_id,date_id,location_id,tool_id,genero,grupo_etario,cantidad
141,2,506,7,FEMENINO,ADULTOS,1
142,2,511,7,MASCULINO,ADULTOS,1
143,2,529,7,FEMENINO,ADULTOS,1
144,2,563,7,FEMENINO,ADOLESCENTES,1
145,2,566,3,FEMENINO,ADULTOS,1
146,2,580,7,FEMENINO,ADULTOS,1
147,2,591,7,FEMENINO,ADULTOS,1
148,2,595,3,FEMENINO,ADULTOS,1
149,2,622,3,FEMENINO,ADULTOS,1
150,2,624,1,FEMENINO,ADULTOS,1
151,2,624,3,MASCULINO,ADULTOS,2
152,2,624,3,MASCULINO,MENORES,1
153,2,636,3,FEMENINO,ADULTOS,1
154,2,638,3,FEMENINO,ADULTOS,2
155,2,653,3,FEMENINO,ADULTOS,2
156,2,661,7,FEMENINO,ADULTOS,1
157,2,671,3,FEMENINO,ADULTOS,1
158,2,714,3,FEMENINO,ADULTOS,1
159,2,741,3,FEMENINO,ADULTOS,3
160,2,785,3,FEMENINO,ADULTOS,1
161,2,785,7,FEMENINO,ADULTOS,4
162,2,785,7,MASCULINO,ADULTOS,1
163,2,816,3,FEMENINO,ADULTOS,2
164,2,816,3,MASCULINO,ADULTOS,1
165,2,826,1,FEMENINO,ADULTOS,1
166,2,829,3,FEMENINO,ADULTOS,1
167,2,873,3,FEMENINO,ADULTOS,1
168,2,876,3,FEMENINO,ADULTOS,1
169,2,879,3,FEMENINO,ADULTOS,6
170,2,885,3,FEMENINO,ADULTOS,1
171,2,891,7,FEMENINO,ADULTOS,3
172,2,894,3,FEMENINO,ADULTOS,1
173,2,894,7,FEMENINO,ADULTOS,4
174,2,894,7,MASCULINO,ADULTOS,1
175,2,955,3,FEMENINO,ADULTOS,1
176,2,977,7,FEMENINO,ADULTOS,1
177,2,991,7,FEMENINO,ADULTOS,1
178,2,1020,3,FEMENINO,ADULTOS,2
179,2,1020,7,FEMENINO,ADULTOS,4
180,2,1051,3,FEMENINO,ADULTOS,1
181,2,1054,3,FEMENINO,ADULTOS,9
182,2,1054,3,MASCULINO,ADULTOS,4
183,2,1054,4,FEMENINO,ADULTOS,1
184,2,1054,7,FEMENINO,ADULTOS,1
185,2,1060,1,MASCULINO,ADULTOS,1
186,2,1072,5,FEMENINO,ADULTOS,1
187,2,1081,3,FEMENINO,ADULTOS,1
188,3,1,7,FEMENINO,ADULTOS,1
189,3,13,1,FEMENINO,ADULTOS,1
190,3,13,7,FEMENINO,ADULTOS,2
191,3,18,7,FEMENINO,ADULTOS,2
192,3,39,7,FEMENINO,ADULTOS,1
193,3,48,3,MASCULINO,ADULTOS,1
194,3,60,7,FEMENINO,ADULTOS,2
195,3,60,7,MASCULINO,ADULTOS,1
196,3,65,3,FEMENINO,ADULTOS,1
197,3,71,3,FEMENINO,ADULTOS,2
198,3,71,7,FEMENINO,ADULTOS,24
199,3,83,7,FEMENINO,ADULTOS,1
200,3,87,7,FEMENINO,ADULTOS,1
201,3,91,7,FEMENINO,ADULTOS,1
202,3,114,3,FEMENINO,ADULTOS,1
203,3,128,3,FEMENINO,ADULTOS,1
204,3,134,3,FEMENINO,ADULTOS,1
205,3,136,3,FEMENINO,ADULTOS,9
206,3,136,3,MASCULINO,ADULTOS,1
207,3,148,3,FEMENINO,ADULTOS,1
208,3,154,3,FEMENINO,ADULTOS,6
209,3,161,3,FEMENINO,ADULTOS,1
210,3,161,7,FEMENINO,ADULTOS,1
211,3,165,7,FEMENINO,ADULTOS,1
212,3,166,7,FEMENINO,ADULTOS,12
213,3,166,7,MASCULINO,ADULTOS,1
214,3,168,7,FEMENINO,ADULTOS,2
215,3,170,7,FEMENINO,ADULTOS,1
216,3,233,3,FEMENINO,ADULTOS,3
217,3,233,3,MASCULINO,ADULTOS,1
218,3,233,7,FEMENINO,ADULTOS,1
219,3,256,5,FEMENINO,ADULTOS,1
220,3,297,3,FEMENINO,ADULTOS,1
221,3,315,3,FEMENINO,ADULTOS,6
222,3,315,3,MASCULINO,ADULTOS,1
223,3,330,7,MASCULINO,ADULTOS,1
224,3,332,3,FEMENINO,ADULTOS,1
225,3,332,7,FEMENINO,ADULTOS,1
226,3,334,3,FEMENINO,ADULTOS,1
227,3,340,3,FEMENINO,MENORES,1
228,3,341,7,FEMENINO,ADULTOS,1
229,3,347,7,FEMENINO,ADULTOS,1
230,3,359,3,FEMENINO,ADULTOS,1
231,3,370,3,FEMENINO,ADULTOS,1
232,3,374,3,FEMENINO,ADULTOS,1
233,3,377,3,FEMENINO,ADULTOS,1
234,3,382,3,FEMENINO,ADULTOS,1
235,3,398,3,FEMENINO,ADULTOS,1
236,3,400,3,FEMENINO,ADULTOS,1
237,3,405,3,FEMENINO,ADULTOS,1
238,3,410,3,FEMENINO,ADULTOS,2
239,3,413,3,MASCULINO,ADULTOS,1
240,3,413,7,FEMENINO,ADULTOS,8
241,3,418,3,FEMENINO,ADULTOS,1
242,3,428,3,FEMENINO,ADULTOS,1
243,3,452,3,FEMENINO,ADULTOS,1
244,3,488,1,FEMENINO,ADULTOS,3
245,3,488,1,MASCULINO,ADULTOS,1
246,3,488,3,FEMENINO,ADOLESCENTES,1
247,3,488,3,FEMENINO,ADULTOS,13
248,3,488,4,FEMENINO,ADULTOS,1
249,3,488,4,MASCULINO,MENORES,1
250,3,488,7,FEMENINO,ADOLESCENTES,3
251,3,488,7,FEMENINO,ADULTOS,52
252,3,488,7,FEMENINO,MENORES,3
253,3,488,7,MASCULINO,ADULTOS,17
254,3,488,7,MASCULINO,MENORES,3
255,3,500,7,FEMENINO,ADULTOS,1
256,3,507,4,FEMENINO,ADULTOS,1
257,3,507,7,FEMENINO,ADULTOS,1
258,3,541,3,FEMENINO,ADULTOS,1
259,3,566,7,FEMENINO,ADULTOS,1
260,3,580,7,FEMENINO,ADULTOS,1
261,3,610,3,FEMENINO,ADULTOS,2
262,3,612,3,FEMENINO,ADULTOS,1
263,3,615,3,FEMENINO,ADULTOS,1
264,3,615,7,FEMENINO,ADULTOS,1
265,3,618,3,FEMENINO,ADULTOS,1
266,3,624,3,FEMENINO,ADULTOS,1
267,3,636,1,FEMENINO,ADULTOS,1
268,3,636,3,FEMENINO,ADULTOS,1
269,3,638,1,FEMENINO,ADULTOS,2
270,3,638,3,FEMENINO,ADULTOS,2
271,3,653,3,FEMENINO,ADULTOS,1
272,3,664,3,FEMENINO,ADULTOS,4
273,3,671,1,FEMENINO,ADULTOS,1
274,3,671,3,MASCULINO,ADULTOS,1
275,3,694,1,FEMENINO,ADOLESCENTES,1
276,3,709,3,FEMENINO,ADULTOS,1
277,3,716,7,FEMENINO,ADULTOS,1
278,3,724,7,FEMENINO,ADULTOS,1
279,3,729,1,FEMENINO,ADULTOS,1
280,3,741,3,FEMENINO,ADULTOS,8
281,3,741,3,MASCULINO,ADULTOS,2
282,3,785,1,FEMENINO,ADULTOS,1
283,3,785,7,FEMENINO,ADULTOS,5
284,3,785,7,FEMENINO,MENORES,1
285,3,785,7,MASCULINO,ADULTOS,2
286,3,785,7,MASCULINO,MENORES,1
287,3,793,3,FEMENINO,ADULTOS,1
288,3,812,3,MASCULINO,MENORES,1
289,3,816,7,FEMENINO,ADULTOS,1
290,3,825,3,FEMENINO,ADULTOS,1
291,3,835,3,FEMENINO,ADULTOS,1
292,3,844,3,FEMENINO,ADULTOS,1
293,3,858,7,FEMENINO,ADOLESCENTES,1
294,3,858,7,FEMENINO,ADULTOS,2
295,3,869,7,FEMENINO,ADULTOS,1
296,3,871,3,FEMENINO,ADULTOS,1
297,3,885,3,FEMENINO,ADULTOS,1
298,3,887,1,FEMENINO,ADOLESCENTES,1
299,3,887,1,FEMENINO,ADULTOS,1
300,3,887,1,MASCULINO,MENORES,1
301,3,891,1,FEMENINO,ADULTOS,1
302,3,891,3,FEMENINO,ADULTOS,1
303,3,891,7,FEMENINO,ADULTOS,5
304,3,894,3,FEMENINO,ADULTOS,2
305,3,917,3,FEMENINO,ADULTOS,1
306,3,921,3,FEMENINO,ADULTOS,3
307,3,941,3,FEMENINO,ADULTOS,1
308,3,952,3,FEMENINO,ADULTOS,1
309,3,977,3,FEMENINO,ADULTOS,1
310,3,977,7,FEMENINO,ADULTOS,1
311,3,991,7,FEMENINO,ADULTOS,1
312,3,996,3,FEMENINO,ADULTOS,1
313,3,996,7,FEMENINO,ADULTOS,1
314,3,997,3,MASCULINO,ADOLESCENTES,1
315,3,1005,7,FEMENINO,ADULTOS,1
316,3,1011,7,FEMENINO,ADULTOS,1
317,3,1019,4,FEMENINO,ADULTOS,3
318,3,1019,4,MASCULINO,ADULTOS,1
319,3,1020,1,FEMENINO,ADULTOS,1
320,3,1020,7,FEMENINO,ADULTOS,2
321,3,1024,7,MASCULINO,ADULTOS,1
322,3,1051,1,FEMENINO,ADULTOS,1
323,3,1051,3,FEMENINO,ADULTOS,2
324,3,1054,1,FEMENINO,ADULTOS,2
325,3,1054,1,MASCULINO,ADULTOS,1
326,3,1054,3,FEMENINO,ADOLESCENTES,1
327,3,1054,3,FEMENINO,ADULTOS,11
328,3,1054,3,FEMENINO,MENORES,4
329,3,1054,3,MASCULINO,ADULTOS,2
330,3,1054,7,FEMENINO,ADULTOS,4
331,3,1056,3,FEMENINO,ADULTOS,1
332,3,1060,3,FEMENINO,ADULTOS,1
333,3,1066,3,FEMENINO,ADULTOS,1
334,3,1072,3,FEMENINO,ADULTOS,1
335,3,1073,3,FEMENINO,ADULTOS,1
336,3,1078,3,FEMENINO,ADULTOS,1
337,3,1081,3,FEMENINO,ADULTOS,1
338,3,1086,3,FEMENINO,ADULTOS,1
339,3,1089,3,FEMENINO,ADULTOS,1
340,4,13,3,MASCULINO,ADULTOS,1
341,4,17,4,FEMENINO,ADULTOS,1
342,4,18,1,FEMENINO,ADULTOS,1
343,4,18,7,FEMENINO,ADULTOS,2
344,4,31,3,FEMENINO,ADULTOS,1
345,4,46,7,FEMENINO,ADULTOS,1
346,4,48,7,FEMENINO,ADULTOS,1
347,4,65,4,FEMENINO,ADULTOS,1
348,4,65,7,FEMENINO,ADULTOS,1
349,4,67,3,FEMENINO,ADULTOS,1
350,4,71,3,FEMENINO,ADULTOS,1
351,4,71,7,FEMENINO,ADOLESCENTES,1
352,4,71,7,FEMENINO,ADULTOS,7
353,4,71,7,MASCULINO,ADULTOS,1
354,4,77,3,FEMENINO,ADULTOS,1
355,4,94,7,FEMENINO,ADULTOS,1
356,4,105,3,FEMENINO,ADULTOS,1
357,4,128,1,MASCULINO,ADULTOS,1
358,4,136,3,FEMENINO,ADULTOS,1
359,4,142,3,FEMENINO,ADULTOS,1
360,4,148,3,FEMENINO,ADULTOS,1
361,4,151,7,FEMENINO,ADULTOS,1
362,4,166,3,MASCULINO,ADULTOS,1
363,4,166,7,FEMENINO,ADULTOS,2
364,4,166,7,MASCULINO,ADULTOS,2
365,4,168,7,FEMENINO,ADULTOS,1
366,4,174,4,FEMENINO,ADULTOS,1
367,4,174,4,MASCULINO,ADULTOS,1
368,4,188,7,FEMENINO,ADULTOS,1
369,4,218,3,MASCULINO,ADULTOS,1
370,4,263,3,FEMENINO,ADULTOS,2
371,4,315,3,FEMENINO,ADULTOS,9
372,4,325,7,MASCULINO,ADULTOS,1
373,4,334,1,FEMENINO,ADULTOS,1
374,4,334,3,FEMENINO,ADULTOS,1
375,4,349,3,FEMENINO,ADULTOS,2
376,4,358,1,FEMENINO,ADULTOS,1
377,4,374,3,FEMENINO,ADULTOS,4
378,4,374,3,MASCULINO,ADULTOS,5
379,4,386,1,FEMENINO,ADULTOS,2
380,4,386,3,FEMENINO,ADULTOS,1
381,4,413,7,FEMENINO,ADULTOS,6
382,4,413,7,MASCULINO,ADULTOS,1
383,4,418,3,FEMENINO,ADULTOS,1
384,4,452,3,FEMENINO,ADULTOS,2
385,4,472,7,FEMENINO,ADULTOS,1
386,4,488,1,FEMENINO,ADULTOS,2
387,4,488,3,FEMENINO,ADOLESCENTES,1
388,4,488,3,FEMENINO,ADULTOS,7
389,4,488,3,MASCULINO,ADULTOS,2
390,4,488,4,FEMENINO,ADULTOS,1
391,4,488,7,FEMENINO,ADULTOS,38
392,4,488,7,FEMENINO,MENORES,2
393,4,488,7,MASCULINO,ADULTOS,9
394,4,488,7,MASCULINO,MENORES,1
395,4,511,7,FEMENINO,ADULTOS,1
396,4,565,7,FEMENINO,ADULTOS,1
397,4,566,3,FEMENINO,ADULTOS,2
398,4,566,3,MASCULINO,ADULTOS,1
399,4,580,7,MASCULINO,ADULTOS,1
400,4,588,7,FEMENINO,ADULTOS,1
401,4,595,7,FEMENINO,ADULTOS,1
402,4,606,7,FEMENINO,ADULTOS,1
403,4,618,3,FEMENINO,ADULTOS,1
404,4,620,7,FEMENINO,ADULTOS,1
405,4,638,3,FEMENINO,ADULTOS,1
406,4,656,3,FEMENINO,ADULTOS,1
407,4,664,3,FEMENINO,ADULTOS,7
408,4,671,3,FEMENINO,ADULTOS,1
409,4,672,3,FEMENINO,ADULTOS,1
410,4,741,3,FEMENINO,ADULTOS,3
411,4,785,7,FEMENINO,ADULTOS,2
412,4,785,7,FEMENINO,MENORES,1
413,4,785,7,MASCULINO,ADULTOS,1
414,4,816,3,FEMENINO,ADULTOS,1
415,4,847,7,FEMENINO,ADULTOS,1
416,4,858,7,FEMENINO,ADULTOS,1
417,4,860,3,FEMENINO,ADULTOS,1
418,4,879,3,FEMENINO,ADULTOS,2
419,4,882,3,FEMENINO,ADULTOS,1
420,4,889,3,FEMENINO,ADULTOS,1
421,4,891,3,FEMENINO,ADULTOS,1
422,4,891,3,MASCULINO,ADULTOS,1
423,4,891,7,FEMENINO,ADULTOS,3
424,4,891,7,MASCULINO,ADULTOS,1
425,4,894,3,FEMENINO,ADOLESCENTES,1
426,4,894,3,FEMENINO,ADULTOS,3
427,4,894,3,MASCULINO,ADULTOS,1
428,4,917,3,FEMENINO,ADULTOS,4
429,4,921,5,FEMENINO,ADULTOS,1
430,4,921,5,MASCULINO,ADULTOS,1
431,4,955,3,FEMENINO,ADULTOS,1
432,4,971,3,FEMENINO,ADULTOS,1
433,4,972,3,FEMENINO,ADULTOS,1
434,4,977,3,FEMENINO,ADULTOS,1
435,4,995,7,FEMENINO,ADULTOS,1
436,4,996,3,FEMENINO,ADULTOS,1
437,4,1005,3,FEMENINO,ADULTOS,1
438,4,1008,1,FEMENINO,ADULTOS,1
439,4,1020,7,MASCULINO,ADULTOS,2
440,4,1033,7,MASCULINO,ADULTOS,2
441,4,1051,3,MASCULINO,ADULTOS,2
442,4,1054,1,FEMENINO,ADULTOS,1
443,4,1054,3,FEMENINO,ADULTOS,3
444,4,1054,3,MASCULINO,ADULTOS,2
445,4,1054,7,FEMENINO,ADULTOS,2
446,4,1054,7,MASCULINO,ADULTOS,1
447,4,1057,7,FEMENINO,MENORES,1
448,4,1058,7,FEMENINO,ADULTOS,1
449,4,1064,7,FEMENINO,ADULTOS,1
450,4,1072,3,FEMENINO,ADULTOS,1
451,5,6,7,MASCULINO,ADULTOS,1
452,5,14,7,MASCULINO,ADULTOS,1
453,5,18,7,FEMENINO,ADULTOS,4
454,5,29,3,FEMENINO,ADULTOS,1
455,5,31,3,FEMENINO,ADULTOS,1
456,5,48,7,FEMENINO,ADULTOS,1
457,5,48,7,MASCULINO,ADULTOS,1
458,5,52,7,MASCULINO,ADULTOS,1
459,5,55,7,FEMENINO,ADULTOS,1
460,5,65,1,MASCULINO,MENORES,1
461,5,71,1,FEMENINO,ADULTOS,1
462,5,71,3,FEMENINO,ADULTOS,1
463,5,71,7,FEMENINO,ADULTOS,8
464,5,71,7,MASCULINO,ADULTOS,1
465,5,71,7,MASCULINO,MENORES,1
466,5,82,7,FEMENINO,ADULTOS,1
467,5,83,1,FEMENINO,ADULTOS,1
468,5,128,3,FEMENINO,ADULTOS,2
469,5,128,3,MASCULINO,ADULTOS,1
470,5,128,7,FEMENINO,ADULTOS,1
471,5,133,3,FEMENINO,ADULTOS,1
472,5,136,3,FEMENINO,ADULTOS,2
473,5,142,3,FEMENINO,ADULTOS,1
474,5,154,3,FEMENINO,ADULTOS,2
475,5,154,3,MASCULINO,ADULTOS,1
476,5,166,7,FEMENINO,ADULTOS,5
477,5,166,7,MASCULINO,ADULTOS,3
478,5,174,7,MASCULINO,ADULTOS,1
479,5,189,7,FEMENINO,ADULTOS,1
480,5,233,3,FEMENINO,ADOLESCENTES,1
481,5,233,3,FEMENINO,ADULTOS,1
482,5,233,3,MASCULINO,ADULTOS,1
483,5,278,3,FEMENINO,ADULTOS,1
484,5,315,3,FEMENINO,ADULTOS,11
485,5,315,3,MASCULINO,ADULTOS,2
486,5,325,3,FEMENINO,ADULTOS,1
487,5,332,1,FEMENINO,ADULTOS,1
488,5,332,1,MASCULINO,ADULTOS,1
489,5,332,7,FEMENINO,ADULTOS,1
490,5,351,5,FEMENINO,MENORES,1
491,5,359,7,FEMENINO,ADULTOS,1
492,5,413,3,FEMENINO,MENORES,1
493,5,413,3,MASCULINO,MENORES,1
494,5,413,7,FEMENINO,ADULTOS,1
495,5,413,7,MASCULINO,ADULTOS,1
496,5,418,3,FEMENINO,ADULTOS,1
497,5,428,1,MASCULINO,ADULTOS,1
498,5,428,7,FEMENINO,ADULTOS,2
499,5,448,3,MASCULINO,ADULTOS,1
500,5,488,3,FEMENINO,ADULTOS,6
501,5,488,3,MASCULINO,ADULTOS,3
502,5,488,3,MASCULINO,MENORES,1
503,5,488,4,FEMENINO,ADULTOS,1
504,5,488,7,FEMENINO,ADOLESCENTES,1
505,5,488,7,FEMENINO,ADULTOS,26
506,5,488,7,MASCULINO,ADOLESCENTES,1
507,5,488,7,MASCULINO,ADULTOS,7
508,5,511,7,FEMENINO,ADULTOS,1
509,5,517,7,FEMENINO,ADULTOS,1
510,5,564,7,FEMENINO,ADULTOS,1
511,5,566,7,FEMENINO,ADOLESCENTES,1
512,5,566,7,FEMENINO,ADULTOS,1
513,5,580,7,FEMENINO,ADULTOS,1
514,5,591,7,MASCULINO,MENORES,1
515,5,603,3,FEMENINO,ADULTOS,1
516,5,617,3,FEMENINO,ADULTOS,1
517,5,633,3,FEMENINO,ADULTOS,1
518,5,649,3,FEMENINO,ADULTOS,1
519,5,664,3,FEMENINO,ADULTOS,5
520,5,664,7,FEMENINO,ADULTOS,1
521,5,671,3,FEMENINO,ADULTOS,1
522,5,694,3,FEMENINO,ADULTOS,1
523,5,694,3,MASCULINO,ADULTOS,1
524,5,694,7,FEMENINO,ADULTOS,2
525,5,709,3,FEMENINO,ADULTOS,1
526,5,741,1,MASCULINO,ADULTOS,1
527,5,741,3,FEMENINO,ADULTOS,1
528,5,741,3,MASCULINO,ADULTOS,2
529,5,742,3,FEMENINO,ADULTOS,1
530,5,785,3,FEMENINO,ADULTOS,3
531,5,785,7,FEMENINO,ADULTOS,2
532,5,785,7,MASCULINO,ADULTOS,1
533,5,802,7,FEMENINO,ADULTOS,1
534,5,816,3,FEMENINO,ADULTOS,1
535,5,816,3,FEMENINO,MENORES,1
536,5,816,4,FEMENINO,ADULTOS,1
537,5,816,7,FEMENINO,ADULTOS,2
538,5,826,7,FEMENINO,ADULTOS,1
539,5,830,3,FEMENINO,ADOLESCENTES,1
540,5,847,1,MASCULINO,ADULTOS,1
541,5,858,3,FEMENINO,ADULTOS,1
542,5,858,3,MASCULINO,MENORES,1
543,5,858,7,FEMENINO,ADULTOS,2
544,5,873,3,FEMENINO,ADULTOS,1
545,5,879,3,FEMENINO,ADULTOS,3
546,5,883,1,FEMENINO,ADULTOS,1
547,5,891,1,FEMENINO,ADULTOS,1
548,5,891,3,FEMENINO,ADULTOS,2
549,5,891,7,FEMENINO,ADULTOS,5
550,5,894,1,FEMENINO,ADULTOS,1
551,5,894,3,FEMENINO,ADULTOS,4
552,5,894,3,MASCULINO,ADOLESCENTES,1
553,5,905,1,FEMENINO,ADULTOS,1
554,5,917,3,FEMENINO,ADULTOS,1
555,5,945,3,FEMENINO,ADULTOS,2
556,5,952,3,FEMENINO,ADULTOS,1
557,5,955,3,FEMENINO,ADULTOS,1
558,5,988,7,FEMENINO,ADULTOS,1
559,5,991,7,FEMENINO,ADULTOS,2
560,5,996,7,FEMENINO,ADULTOS,1
561,5,999,3,MASCULINO,ADULTOS,1
562,5,1013,3,MASCULINO,ADULTOS,1
563,5,1017,7,FEMENINO,ADULTOS,1
564,5,1017,7,MASCULINO,ADOLESCENTES,1
565,5,1020,1,FEMENINO,ADULTOS,1
566,5,1020,7,FEMENINO,ADULTOS,1
567,5,1022,7,FEMENINO,ADULTOS,1
568,5,1025,7,FEMENINO,ADULTOS,1
569,5,1036,7,FEMENINO,ADULTOS,1
570,5,1054,3,FEMENINO,ADULTOS,2
571,5,1054,3,MASCULINO,ADULTOS,2
572,5,1054,7,FEMENINO,ADULTOS,3
573,5,1054,7,MASCULINO,ADULTOS,1
574,5,1056,3,FEMENINO,ADULTOS,1
575,5,1066,7,FEMENINO,ADULTOS,1
576,5,1067,3,FEMENINO,ADULTOS,1
